userId,genres
128,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
129,"['Crime', 'Drama', 'Children', 'Adventure', 'Thriller', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
130,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
131,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Adventure', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
132,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Documentary', 'War', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
133,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Fantasy', 'Musical', 'Adventure', 'Documentary', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
134,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
135,"['Crime', 'Drama', 'Thriller', 'Comedy', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
136,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
137,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
138,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
139,"['Crime', 'Drama', 'Children', 'Fantasy', 'Thriller', 'Mystery', 'Musical', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'War', 'Adventure']"
140,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
141,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Adventure', 'Comedy', 'Sci-Fi', 'Action', 'War', 'Romance']"
142,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
143,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
144,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Musical', 'Fantasy', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
145,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
146,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
147,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Adventure', 'Musical', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
148,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
149,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
150,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
151,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
152,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
153,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
154,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
155,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Fantasy', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'War', 'Adventure']"
156,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Adventure', 'Thriller', 'War', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
157,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
158,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
159,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
160,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'Adventure', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
161,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
162,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Comedy', 'Sci-Fi', 'Action', 'Romance']"
163,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
164,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Documentary', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
165,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
166,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Adventure', 'Mystery', 'Documentary', 'War', 'Sci-Fi', 'Comedy', 'Animation', 'Western', 'Action', 'Children', 'Romance']"
167,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
168,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
169,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
170,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'War', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
171,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Children', 'Fantasy', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'War', 'Adventure']"
172,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Adventure', 'War', 'Western', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
173,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
174,"['Crime', 'Drama', 'Musical', 'Mystery', 'Thriller', 'Adventure', 'Documentary', 'War', 'Sci-Fi', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'Children', 'Romance']"
175,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
176,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
177,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
178,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
179,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
180,"['Crime', 'Drama', 'Children', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'War', 'Adventure']"
181,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Fantasy', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
182,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Adventure', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
183,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Documentary', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
184,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Documentary', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
185,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Musical', 'Thriller', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
186,"['Crime', 'Drama', 'Musical', 'Mystery', 'Thriller', 'Children', 'Fantasy', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
187,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Documentary', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
188,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
189,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Adventure', 'Musical', 'Documentary', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
190,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Adventure', 'Musical', 'Thriller', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
191,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Fantasy', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
192,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
193,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
194,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
195,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
196,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Adventure', 'Mystery', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
197,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
198,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Musical', 'Documentary', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Children', 'Romance']"
199,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
200,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', '(no genres listed)', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
201,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
202,"['Crime', 'Drama', 'Children', 'Musical', 'Thriller', 'Mystery', 'Fantasy', 'War', 'Western', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
203,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Fantasy', 'Film-Noir', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
204,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Adventure', 'Thriller', 'Children', 'Sci-Fi', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'War', 'Romance']"
205,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
206,"['Crime', 'Drama', 'Musical', 'Fantasy', 'Thriller', 'Adventure', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
207,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
208,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Documentary', 'War', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
209,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Adventure', 'Musical', 'Western', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
210,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
211,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
212,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
213,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
214,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
215,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
216,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
217,"['Crime', 'Drama', 'Mystery', 'Musical', 'Adventure', 'Thriller', 'Fantasy', 'Documentary', 'Children', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
218,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
219,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
220,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
221,"['Crime', 'Drama', 'Musical', 'Fantasy', 'Thriller', 'War', 'Sci-Fi', 'Comedy', 'Horror', 'Western', 'Action', 'Romance', 'Adventure']"
222,"['Crime', 'Drama', 'Musical', 'Mystery', 'Thriller', 'Adventure', 'Fantasy', 'Children', 'Documentary', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
223,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Children', 'Musical', 'Comedy', 'Sci-Fi', 'Action', 'War', 'Romance']"
224,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
225,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Musical', 'Fantasy', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
226,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
227,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Adventure', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'Children', 'Romance']"
228,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Adventure', 'Thriller', 'Mystery', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
229,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Fantasy', 'Musical', 'Adventure', 'Sci-Fi', 'Film-Noir', 'Comedy', 'Horror', 'Western', 'Action', 'War', 'Romance']"
230,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Documentary', 'Film-Noir', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
231,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
232,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
233,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Musical', 'War', 'Comedy', 'Sci-Fi', 'Action', 'Children', 'Romance']"
234,"['Crime', 'Drama', 'Fantasy', 'Children', 'Thriller', 'Musical', 'Mystery', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
235,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Adventure', 'Fantasy', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
236,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
237,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
238,"['Crime', 'Drama', 'Fantasy', 'Children', 'Adventure', 'Thriller', 'Mystery', 'Documentary', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
239,"['Crime', 'Drama', 'Children', 'Fantasy', 'Thriller', 'Musical', 'Mystery', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
240,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
241,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
242,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
243,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
244,"['Crime', 'Drama', 'Fantasy', 'Children', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
245,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Musical', 'Documentary', 'Fantasy', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
246,"['Drama', 'Children', 'Fantasy', 'Thriller', 'Musical', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
247,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
248,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Fantasy', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
249,"['Crime', 'Drama', 'Fantasy', 'Thriller', 'War', 'Western', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
250,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Fantasy', 'Musical', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
251,"['Crime', 'Drama', 'Fantasy', 'Children', 'Thriller', 'Musical', 'Mystery', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
252,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
253,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
